"lat","long","mag","place","url"
42.1356,142.9869,4.8,"55km ESE of Shizunai, Japan","http://earthquake.usgs.gov/earthquakes/eventpage/usc000rqvb"
30.5657,80.2653,4.2,"67km E of Joshimath, India","http://earthquake.usgs.gov/earthquakes/eventpage/usc000rqyt"
39.0804,142.3953,4.4,"48km ESE of Kamaishi, Japan","http://earthquake.usgs.gov/earthquakes/eventpage/usc000rr0x"
42.0372,142.6721,4.5,"41km SE of Shizunai, Japan","http://earthquake.usgs.gov/earthquakes/eventpage/usc000rr31"
27.7416,142.8477,4.8,"95km NE of Chichi-shima, Japan","http://earthquake.usgs.gov/earthquakes/eventpage/usc000rrj2"
36.2576,73.9719,4.8,"20km ENE of Gakuch, Pakistan","http://earthquake.usgs.gov/earthquakes/eventpage/usc000rrqp"
4.8623,96.1116,4.7,"43km SSW of Reuleuet, Indonesia","http://earthquake.usgs.gov/earthquakes/eventpage/usc000rrrt"
36.5941,77.308,4.5,"151km S of Yilkiqi, China","http://earthquake.usgs.gov/earthquakes/eventpage/usc000rrsm"
-9.652,111.5614,4.7,"150km S of Ngulung Wetan, Indonesia","http://earthquake.usgs.gov/earthquakes/eventpage/usb000rr6k"
40.4633,26.2237,4.2,"31km SSE of Enez, Turkey","http://earthquake.usgs.gov/earthquakes/eventpage/usb000rrfa"
36.119,30.183,4.3,"19km S of Finike, Turkey","http://earthquake.usgs.gov/earthquakes/eventpage/usb000rrhk"
36.7945,140.4395,4.7,"8km ENE of Daigo, Japan","http://earthquake.usgs.gov/earthquakes/eventpage/usb000rrhw"
17.7587,40.1121,4.5,"182km SW of Al Qunfidhah, Saudi Arabia","http://earthquake.usgs.gov/earthquakes/eventpage/usb000rrqs"
36.422,71.125,4.9,"46km SW of Ashkasham, Afghanistan","http://earthquake.usgs.gov/earthquakes/eventpage/usb000rryf"
30.8959,86.3247,4.2,"99km ESE of Maindong, China","http://earthquake.usgs.gov/earthquakes/eventpage/usb000rs8i"
1.2743,97.1371,4.5,"157km SSE of Sinabang, Indonesia","http://earthquake.usgs.gov/earthquakes/eventpage/usb000rsb4"
-8.5805,109.2385,4.3,"99km SSE of Karangbadar Kidul, Indonesia","http://earthquake.usgs.gov/earthquakes/eventpage/usb000rsci"
2.0102,128.3035,4.6,"45km NE of Tobelo, Indonesia","http://earthquake.usgs.gov/earthquakes/eventpage/usb000rsm1"
36.6574,71.0043,4.1,"27km SSE of Jarm, Afghanistan","http://earthquake.usgs.gov/earthquakes/eventpage/usb000rspq"
5.6971,126.4728,4.9,"80km SSE of Pondaguitan, Philippines","http://earthquake.usgs.gov/earthquakes/eventpage/usb000rsri"
-0.3333,119.7754,4.8,"62km N of Palu, Indonesia","http://earthquake.usgs.gov/earthquakes/eventpage/usb000rt0x"
37.2167,86.0164,4.0,"110km SSE of Qiemo, China","http://earthquake.usgs.gov/earthquakes/eventpage/usb000rtc6"
29.3896,51.2873,4.2,"15km NNE of Borazjan, Iran","http://earthquake.usgs.gov/earthquakes/eventpage/usb000rtd4"
37.0085,142.6929,4.7,"159km ESE of Namie, Japan","http://earthquake.usgs.gov/earthquakes/eventpage/usb000ru1d"
39.6907,143.5524,4.6,"137km E of Miyako, Japan","http://earthquake.usgs.gov/earthquakes/eventpage/usb000ru1k"
38.2998,26.628,4.2,"12km WSW of Urla, Turkey","http://earthquake.usgs.gov/earthquakes/eventpage/usb000ru16"
42.1079,144.0425,4.5,"100km SSW of Kushiro, Japan","http://earthquake.usgs.gov/earthquakes/eventpage/usb000ru49"
36.0145,140.2391,4.7,"4km ESE of Ami, Japan","http://earthquake.usgs.gov/earthquakes/eventpage/usb000rufw"
38.4917,43.3063,4.0,"6km W of Van, Turkey","http://earthquake.usgs.gov/earthquakes/eventpage/usb000rugg"
-7.7658,126.8915,4.5,"169km ENE of Dili, East Timor","http://earthquake.usgs.gov/earthquakes/eventpage/usb000rugn"
41.6242,42.0579,4.1,"8km WSW of Akhaldaba, Georgia","http://earthquake.usgs.gov/earthquakes/eventpage/usb000ruiq"
21.4783,103.9771,4.5,"19km NNE of Son La, Vietnam","http://earthquake.usgs.gov/earthquakes/eventpage/usb000rujk"
